TransactionAmount,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Amount_Bin,Target
313.69,1,28,456,1,73.0,2,152.0,1.0,7093.68,240,2,0
411.72,1,42,195,1,29.0,0,153.0,1.0,8539.86,319,2,2
508.73,1,6,216,1,59.0,2,89.0,1.0,7640.57,164,2,0
153.08,1,29,85,0,24.0,3,201.0,1.0,1292.21,186,1,1
23.01,1,19,460,1,63.0,2,166.0,1.0,5958.75,171,1,0
69.28,1,20,239,2,25.0,3,129.0,1.0,708.74,277,1,1
51.25,0,2,12,1,28.0,3,66.0,1.0,1744.4,328,1,1
407.65,1,10,524,0,25.0,3,263.0,1.0,273.78,134,2,1
459.25,1,40,374,1,25.0,3,59.0,1.0,130.76,323,2,1
301.56,1,39,156,1,49.0,0,118.0,1.0,10389.6,240,2,2
17.67,1,36,324,2,63.0,0,91.0,1.0,1048.18,271,1,3
5.29,0,37,485,2,32.0,0,132.0,1.0,12896.68,280,1,3
401.37,1,20,0,1,43.0,1,251.0,1.0,8208.54,317,2,0
145.4,1,40,441,2,38.0,1,24.0,1.0,5244.49,209,1,3
34.31,1,30,201,0,24.0,3,251.0,1.0,1484.76,302,1,1
780.59,0,40,265,2,23.0,3,145.0,1.0,6513.34,38,0,3
282.65,1,13,96,0,35.0,0,161.0,1.0,13801.15,148,1,2
305.27,1,19,465,2,68.0,0,147.0,1.0,12958.65,188,2,2
185.81,1,2,302,2,32.0,0,116.0,1.0,9588.71,232,1,2
447.95,1,40,259,1,29.0,1,75.0,1.0,7544.4,177,2,0
279.3,1,28,517,0,19.0,3,48.0,1.0,1193.61,57,1,1
611.15,1,11,451,0,27.0,3,121.0,1.0,892.83,180,0,1
275.2,1,27,469,2,54.0,1,81.0,1.0,1230.12,207,1,3
427.79,1,38,310,1,18.0,3,189.0,1.0,1479.67,151,2,1
102.81,1,39,323,1,76.0,2,47.0,1.0,3228.87,104,1,0
22.61,1,39,515,2,19.0,3,145.0,1.0,1111.67,24,1,1
68.28,1,4,136,2,56.0,1,293.0,1.0,3213.16,121,1,0
33.65,0,27,444,2,63.0,0,146.0,1.0,12719.93,61,1,3
362.68,0,24,215,0,63.0,2,137.0,1.0,2040.77,7,2,3
73.23,1,37,496,1,20.0,3,172.0,1.0,1309.85,358,1,1
654.49,0,2,198,2,25.0,3,104.0,1.0,164.61,136,0,1
18.56,0,22,420,1,49.0,1,161.0,1.0,4230.37,77,1,3
389.05,1,9,503,0,27.0,3,41.0,1.0,761.0,304,2,1
66.91,1,39,449,0,39.0,0,85.0,1.0,871.1,236,1,0
335.48,1,28,23,1,45.0,1,155.0,1.0,3023.16,22,2,0
38.14,1,0,43,2,19.0,3,174.0,1.0,1119.21,216,1,1
360.02,1,9,444,2,68.0,2,68.0,1.0,6400.59,150,2,3
567.71,1,22,474,2,63.0,0,80.0,1.0,13884.24,256,2,2
218.19,1,2,193,0,19.0,3,185.0,1.0,620.83,244,1,1
209.99,1,10,77,0,19.0,3,40.0,1.0,1938.01,315,1,1
11.02,1,40,307,1,19.0,3,280.0,1.0,964.79,33,1,1
83.43,1,27,361,2,56.0,2,109.0,1.0,1870.16,316,1,0
344.97,1,2,337,2,34.0,0,106.0,1.0,5577.94,196,2,3
172.29,1,12,508,0,36.0,1,283.0,1.0,8700.8,139,1,0
195.54,1,29,180,2,60.0,2,255.0,1.0,2794.66,158,1,3
180.46,1,14,131,0,25.0,3,34.0,1.0,831.75,299,1,1
692.55,1,5,232,1,53.0,2,109.0,1.0,2451.56,353,0,0
147.31,0,23,10,2,34.0,0,92.0,1.0,13625.52,95,1,3
107.48,1,20,70,1,20.0,3,103.0,1.0,1379.39,343,1,1
81.51,1,42,269,1,25.0,3,97.0,1.0,865.49,52,1,1
365.48,0,39,425,2,76.0,2,216.0,1.0,7147.4,254,2,3
491.1,0,15,222,2,35.0,1,125.0,1.0,7833.85,69,2,3
452.8,1,20,330,1,80.0,2,151.0,1.0,4840.67,71,2,0
88.42,1,12,401,0,62.0,0,91.0,1.0,12381.45,172,1,2
155.53,1,3,517,0,29.0,1,66.0,1.0,4008.05,133,1,0
39.24,1,9,337,0,77.0,2,106.0,1.0,6462.41,294,1,0
152.01,1,13,530,0,42.0,1,111.0,3.0,4625.12,290,1,0
78.77,0,19,489,0,48.0,1,50.0,1.0,6470.57,18,1,3
26.5,1,16,559,2,48.0,1,179.0,1.0,4854.83,61,1,0
83.62,1,33,305,0,48.0,0,146.0,1.0,12652.22,342,1,2
142.78,1,36,530,1,68.0,0,150.0,1.0,11705.88,358,1,2
55.99,1,12,338,0,35.0,0,95.0,1.0,932.61,57,1,0
774.48,1,21,515,1,61.0,0,31.0,1.0,11613.58,130,0,2
105.37,1,34,190,0,25.0,3,160.0,1.0,1068.55,201,1,1
118.83,1,41,263,2,28.0,3,295.0,1.0,1616.3,125,1,1
46.22,1,38,444,1,23.0,3,217.0,1.0,471.28,156,1,1
659.71,0,38,146,1,21.0,3,148.0,1.0,106.86,189,0,1
377.97,1,24,107,2,72.0,2,160.0,1.0,2457.1,280,2,3
114.1,1,4,493,1,69.0,2,148.0,1.0,5882.12,295,1,0
11.3,0,21,5,2,55.0,2,41.0,1.0,1938.99,182,1,3
95.5,1,29,225,2,57.0,2,17.0,1.0,4079.09,116,1,3
130.93,0,15,274,1,28.0,1,149.0,1.0,860.12,294,1,3
272.97,1,4,496,2,68.0,2,174.0,1.0,7811.31,274,1,0
73.35,1,37,559,1,24.0,3,47.0,1.0,1181.84,214,1,1
29.94,1,37,381,0,58.0,0,243.0,1.0,10915.54,337,1,2
307.24,1,38,208,0,19.0,3,136.0,2.0,1670.72,207,2,1
820.46,0,13,556,2,53.0,1,243.0,1.0,5621.86,240,0,3
153.07,1,11,564,0,56.0,1,116.0,1.0,8873.43,342,1,0
52.94,1,40,582,1,41.0,0,146.0,1.0,6990.92,284,1,0
384.41,1,17,204,0,60.0,1,65.0,1.0,7831.56,230,2,2
235.42,1,31,20,1,51.0,2,175.0,1.0,6173.23,282,1,0
114.23,1,9,22,0,56.0,0,64.0,1.0,9523.72,12,1,2
12.62,1,12,569,1,33.0,0,61.0,1.0,6420.47,160,1,0
373.52,1,7,350,0,35.0,1,235.0,1.0,6430.41,292,2,0
336.05,1,35,557,1,28.0,3,164.0,1.0,1635.05,349,2,1
112.27,1,39,294,1,58.0,0,102.0,1.0,7369.89,299,1,2
494.96,1,34,429,0,40.0,1,132.0,1.0,6903.68,131,2,0
561.58,1,34,209,2,65.0,0,23.0,1.0,11748.86,9,2,2
440.94,1,35,256,2,42.0,0,148.0,1.0,7303.23,298,2,3
71.9,1,20,100,1,29.0,0,51.0,1.0,10619.35,343,1,2
256.66,0,33,12,2,54.0,2,137.0,1.0,1794.5,32,1,3
166.55,0,15,139,1,59.0,0,99.0,1.0,12970.21,193,1,2
276.26,1,21,580,1,56.0,0,143.0,1.0,120.89,323,1,0
35.46,1,16,544,0,67.0,0,164.0,1.0,5692.31,229,1,2
38.14,1,32,174,1,50.0,1,165.0,1.0,9879.87,53,1,2
506.26,0,3,298,0,64.0,2,86.0,1.0,6266.65,329,2,3
736.32,1,16,489,2,31.0,0,28.0,1.0,14268.95,240,0,2
389.43,0,2,4,0,52.0,1,151.0,1.0,6449.83,273,2,3
25.58,1,29,277,0,60.0,1,166.0,1.0,6741.41,6,1,0
446.1,1,39,521,0,25.0,3,243.0,1.0,1008.44,127,2,1
147.74,1,33,66,1,23.0,3,15.0,1.0,1711.78,354,1,1
46.23,1,14,393,2,77.0,2,282.0,1.0,5107.75,203,1,0
265.37,1,42,219,1,33.0,1,77.0,1.0,5229.95,177,1,0
342.57,1,4,489,2,20.0,3,91.0,1.0,339.16,208,2,1
417.26,0,27,207,2,32.0,0,45.0,1.0,10442.48,329,2,3
33.63,1,8,116,2,63.0,2,76.0,1.0,4324.4,268,1,3
64.58,1,12,322,1,55.0,2,173.0,1.0,6292.29,303,1,0
23.23,0,24,161,1,21.0,3,122.0,1.0,269.01,211,1,1
285.49,0,5,420,1,53.0,0,109.0,1.0,6366.84,350,1,3
71.87,1,26,34,0,22.0,3,258.0,1.0,1839.1,343,1,1
308.8,1,3,494,0,53.0,2,41.0,1.0,3966.54,216,2,0
288.43,1,31,503,1,66.0,2,72.0,1.0,4577.09,157,1,0
147.46,0,0,521,2,65.0,0,205.0,1.0,7458.03,307,1,3
71.34,1,24,251,2,49.0,1,144.0,3.0,6345.03,200,1,3
170.36,1,16,90,0,30.0,0,118.0,1.0,6034.73,181,1,0
736.53,1,30,348,0,55.0,1,120.0,1.0,9826.26,195,0,0
213.42,1,8,91,0,45.0,1,17.0,1.0,3736.38,302,1,0
94.09,1,24,56,1,27.0,3,203.0,1.0,646.85,246,1,1
263.92,0,36,388,1,57.0,2,233.0,1.0,4161.71,259,1,3
77.5,0,13,288,2,51.0,0,201.0,1.0,11079.77,112,1,3
3.65,1,24,323,2,69.0,0,146.0,1.0,10017.11,277,1,2
224.79,1,4,377,2,18.0,3,129.0,1.0,528.38,242,1,1
64.3,1,21,351,0,55.0,2,67.0,1.0,7530.3,334,1,0
111.79,1,17,32,2,62.0,0,49.0,1.0,10887.59,310,1,2
613.7,0,13,551,1,61.0,2,37.0,1.0,7307.11,269,0,3
26.07,1,3,276,1,20.0,3,19.0,3.0,349.98,233,1,1
170.45,1,37,448,1,60.0,1,199.0,1.0,2284.41,174,1,0
344.27,1,35,334,1,22.0,3,123.0,1.0,1918.36,194,2,1
872.72,1,42,342,2,22.0,3,288.0,1.0,503.01,265,0,1
292.95,1,22,355,1,37.0,1,56.0,1.0,1216.91,289,1,0
28.44,1,14,299,0,18.0,3,243.0,1.0,1071.04,160,1,1
209.02,1,12,581,0,21.0,3,74.0,1.0,187.9,295,1,1
20.05,1,6,190,0,72.0,2,171.0,1.0,7145.67,97,1,0
175.02,1,31,19,2,28.0,3,71.0,1.0,1493.88,178,1,1
89.5,0,21,197,1,41.0,1,134.0,1.0,8658.95,158,1,3
69.96,1,3,237,1,28.0,3,31.0,1.0,164.12,110,1,1
376.78,0,26,536,2,21.0,3,88.0,1.0,841.65,86,2,1
148.54,0,8,124,1,71.0,2,107.0,1.0,5677.05,328,1,3
388.77,0,17,442,2,26.0,3,30.0,1.0,1658.49,281,2,1
100.38,1,39,507,1,63.0,0,49.0,1.0,10171.68,175,1,2
137.23,1,14,539,1,64.0,0,63.0,1.0,13847.99,138,1,2
870.3,1,38,120,0,51.0,2,229.0,1.0,3688.98,151,0,0
458.94,1,11,147,1,52.0,1,180.0,1.0,5619.95,132,2,0
327.35,0,22,258,1,20.0,3,175.0,1.0,342.08,295,2,1
757.15,1,33,297,2,53.0,1,38.0,1.0,4702.86,103,0,3
47.23,0,22,251,2,73.0,2,160.0,1.0,6659.81,283,1,3
170.97,1,26,248,1,26.0,3,292.0,1.0,1265.27,88,1,1
262.43,0,36,216,2,37.0,0,274.0,5.0,12841.01,83,1,3
659.15,1,4,521,0,22.0,3,204.0,1.0,1241.59,1,0,1
31.53,1,18,401,2,25.0,3,283.0,1.0,874.93,10,1,1
250.01,1,18,164,0,62.0,2,88.0,1.0,1541.48,346,1,0
554.15,1,33,147,0,49.0,0,108.0,1.0,14817.22,347,2,2
28.38,1,34,142,1,55.0,0,98.0,1.0,173.7,153,1,0
16.8,1,36,550,0,49.0,0,94.0,1.0,11847.07,208,1,2
896.79,1,9,107,2,33.0,0,168.0,1.0,11146.74,22,0,3
159.0,1,19,519,0,49.0,1,38.0,1.0,369.79,132,1,0
56.31,0,15,230,2,75.0,2,195.0,1.0,6396.08,109,1,3
203.99,1,30,332,2,52.0,2,215.0,1.0,4840.31,209,1,3
50.99,1,11,132,1,29.0,0,76.0,1.0,1334.6,217,1,0
101.28,0,6,535,2,32.0,1,75.0,1.0,2774.35,21,1,3
299.92,1,10,301,0,27.0,3,122.0,1.0,1368.0,156,1,1
18.35,1,26,544,1,21.0,3,78.0,1.0,1293.39,223,1,1
732.53,0,38,353,0,26.0,3,116.0,1.0,441.54,350,0,1
65.11,1,26,359,0,34.0,1,150.0,1.0,8485.14,152,1,0
67.07,0,20,557,0,24.0,3,56.0,1.0,999.62,250,1,1
137.48,1,39,498,1,55.0,0,47.0,1.0,14273.42,143,1,2
398.36,1,8,529,0,22.0,3,56.0,1.0,1863.7,165,2,1
469.46,1,27,103,0,20.0,3,149.0,1.0,8640.56,215,2,0
37.58,1,16,445,0,57.0,0,182.0,1.0,259.44,350,1,0
160.24,1,42,583,0,31.0,1,15.0,1.0,5526.97,164,1,0
315.39,0,27,481,1,23.0,3,93.0,1.0,929.6,105,2,1
434.17,1,1,177,0,21.0,3,148.0,5.0,5335.44,207,2,0
165.91,1,17,0,0,26.0,3,84.0,1.0,587.12,179,1,1
211.36,1,37,358,1,47.0,1,194.0,1.0,4760.34,300,1,0
241.45,1,32,90,2,26.0,3,158.0,1.0,1594.04,139,1,1
23.24,1,16,238,1,68.0,0,129.0,1.0,13777.79,271,1,2
70.88,0,29,206,1,74.0,2,176.0,1.0,1794.65,3,1,3
314.52,1,22,130,0,80.0,2,229.0,1.0,7071.32,21,2,0
181.81,0,2,137,2,78.0,2,122.0,1.0,7525.73,161,1,3
854.64,1,13,220,1,56.0,2,118.0,1.0,2989.25,151,0,0
261.19,1,28,554,0,64.0,2,52.0,1.0,7620.6,205,1,0
220.68,0,33,277,2,71.0,2,217.0,1.0,5549.2,42,1,3
11.86,1,34,136,1,31.0,1,129.0,1.0,6782.61,149,1,0
122.65,1,8,63,2,28.0,3,41.0,1.0,1968.51,34,1,1
395.16,1,25,194,2,56.0,2,17.0,1.0,5340.73,291,2,3
704.69,1,19,448,2,51.0,2,150.0,1.0,3267.84,267,0,3
369.89,1,35,244,0,69.0,2,69.0,1.0,6941.47,303,2,0
10.92,1,17,554,0,67.0,2,268.0,1.0,7567.2,125,1,0
199.14,1,39,246,1,31.0,1,36.0,1.0,7001.25,268,1,0
620.54,0,29,178,1,28.0,3,98.0,1.0,213.36,63,0,1
757.79,1,5,441,2,22.0,3,117.0,1.0,1443.02,124,0,1
122.81,1,38,99,1,52.0,0,12.0,1.0,8450.84,194,1,2
96.25,1,15,371,2,61.0,2,171.0,1.0,7996.7,13,1,3
142.55,1,18,40,2,67.0,0,97.0,1.0,1262.68,63,1,3
35.94,0,14,142,1,23.0,3,141.0,1.0,1697.28,181,1,1
24.86,1,17,455,1,58.0,1,292.0,1.0,2591.65,340,1,0
103.08,1,37,131,2,60.0,0,109.0,1.0,12002.16,235,1,2
116.27,1,32,299,2,57.0,1,94.0,1.0,8726.92,325,1,2
363.84,1,8,369,2,73.0,2,118.0,3.0,5415.64,194,2,3
50.9,0,17,87,2,28.0,3,150.0,1.0,1277.7,13,1,1
206.84,1,30,522,1,20.0,3,154.0,1.0,454.66,266,1,1
199.37,1,6,289,2,24.0,3,79.0,1.0,1331.3,141,1,1
18.23,1,26,273,0,56.0,1,28.0,1.0,8422.2,296,1,0
398.7,1,0,290,0,47.0,0,276.0,1.0,7987.74,161,2,2
378.2,1,23,320,1,40.0,1,167.0,1.0,7372.81,278,2,0
124.74,1,20,408,0,49.0,1,33.0,1.0,2987.97,114,1,0
17.1,1,0,319,0,53.0,2,101.0,1.0,1619.54,281,1,0
287.05,1,25,114,0,22.0,3,212.0,1.0,1204.65,275,1,1
874.72,1,37,299,2,28.0,1,173.0,1.0,4630.58,114,0,3
40.12,0,9,427,0,36.0,0,269.0,1.0,14304.38,256,1,2
125.0,0,16,583,2,49.0,1,177.0,1.0,3215.76,312,1,3
348.44,1,3,221,2,24.0,3,147.0,1.0,1022.94,212,2,1
128.4,1,40,437,0,69.0,2,31.0,1.0,2610.64,320,1,0
320.93,1,1,51,2,55.0,1,178.0,1.0,9451.66,244,2,2
1.41,1,34,210,0,53.0,2,278.0,1.0,1244.17,340,1,0
50.52,1,20,179,1,54.0,0,293.0,1.0,12815.24,35,1,2
383.95,0,36,407,2,31.0,1,143.0,1.0,9933.56,92,2,3
12.94,1,14,47,1,23.0,3,158.0,1.0,921.23,249,1,1
329.75,1,34,173,2,56.0,2,211.0,1.0,6009.43,214,2,3
99.25,0,31,208,2,63.0,2,93.0,1.0,2570.34,70,1,3
150.6,1,24,504,0,69.0,2,59.0,1.0,3240.14,67,1,0
29.5,1,35,346,2,73.0,2,129.0,1.0,1229.32,187,1,3
54.34,1,0,447,0,65.0,0,46.0,1.0,8019.89,323,1,2
18.25,1,18,407,0,53.0,0,18.0,1.0,14328.29,140,1,2
633.87,1,18,167,2,27.0,3,175.0,1.0,330.16,215,0,1
81.15,1,24,158,0,19.0,3,114.0,1.0,1595.26,164,1,1
83.95,1,27,481,2,75.0,2,170.0,1.0,7413.18,14,1,3
410.4,0,41,233,0,61.0,2,78.0,1.0,2563.91,191,2,3
172.68,1,3,537,0,33.0,0,17.0,1.0,10724.95,86,1,2
139.88,1,7,555,0,34.0,1,162.0,1.0,2969.71,62,1,0
165.55,1,9,58,1,28.0,3,115.0,1.0,761.78,152,1,1
53.79,0,30,12,0,54.0,1,137.0,3.0,6229.36,84,1,3
285.69,1,24,114,0,63.0,2,35.0,1.0,2552.54,96,1,0
532.4,1,17,113,0,22.0,3,149.0,1.0,1033.73,204,2,1
293.85,1,5,315,2,25.0,3,144.0,1.0,1919.97,188,1,1
27.94,1,1,115,1,79.0,2,120.0,1.0,1893.44,127,1,0
270.36,1,28,558,0,25.0,3,37.0,1.0,1783.04,88,1,1
112.66,1,30,457,2,29.0,1,176.0,3.0,852.98,95,1,1
506.03,1,11,52,1,21.0,3,21.0,1.0,1123.89,183,2,1
206.95,1,39,118,1,22.0,3,31.0,1.0,1817.65,73,1,1
350.96,1,40,580,0,63.0,2,167.0,1.0,5463.94,100,2,0
261.63,1,6,518,1,20.0,3,150.0,1.0,477.03,190,1,1
46.12,1,14,149,1,59.0,0,30.0,1.0,8874.01,129,1,2
27.25,0,18,298,1,63.0,2,92.0,1.0,5365.2,185,1,3
331.66,1,19,0,0,76.0,2,145.0,1.0,7216.3,120,2,0
667.95,0,28,357,0,62.0,0,253.0,1.0,13558.56,116,0,2
556.04,1,10,424,0,72.0,2,27.0,1.0,5200.04,75,2,0
88.06,0,33,395,2,18.0,3,288.0,1.0,1779.85,160,1,1
67.25,1,24,422,2,19.0,3,157.0,1.0,467.4,313,1,1
93.63,1,27,195,0,29.0,1,141.0,1.0,9873.62,214,1,0
41.13,0,30,27,1,77.0,2,58.0,1.0,6067.54,220,1,3
192.02,0,16,544,2,79.0,2,154.0,1.0,5169.07,159,1,3
291.27,1,11,241,1,77.0,2,121.0,1.0,6878.86,233,1,0
341.84,0,12,361,1,27.0,3,89.0,1.0,1400.04,79,2,1
98.41,1,34,233,2,27.0,3,48.0,1.0,912.71,142,1,1
109.28,1,36,167,2,36.0,1,112.0,4.0,6338.35,58,1,3
27.51,0,8,435,2,40.0,0,103.0,1.0,13645.63,4,1,3
25.77,0,36,68,2,45.0,0,277.0,1.0,11749.77,250,1,3
127.57,1,26,166,0,52.0,2,75.0,1.0,6118.2,261,1,0
392.05,1,10,387,0,60.0,1,172.0,1.0,4383.69,2,2,0
521.01,0,39,399,1,41.0,1,73.0,1.0,4004.55,44,2,3
849.76,1,39,491,0,25.0,3,269.0,1.0,373.88,87,0,1
172.5,1,8,310,2,68.0,0,31.0,1.0,6851.16,290,1,2
152.34,1,29,35,1,55.0,0,115.0,1.0,6853.51,108,1,2
21.13,1,9,499,1,28.0,3,153.0,1.0,948.7,234,1,1
111.55,1,10,534,0,46.0,0,101.0,1.0,12221.17,106,1,2
321.82,0,33,8,1,32.0,1,43.0,1.0,6500.5,119,2,3
148.77,1,38,112,1,67.0,2,175.0,1.0,2138.42,327,1,0
566.33,0,5,367,0,24.0,3,66.0,1.0,379.82,55,2,1
180.94,1,33,428,1,75.0,2,57.0,1.0,7659.99,251,1,0
77.9,1,42,143,1,21.0,3,128.0,1.0,664.72,138,1,1
318.92,0,42,153,1,21.0,3,60.0,1.0,1167.25,160,2,1
100.68,1,22,477,2,63.0,2,139.0,1.0,1123.75,346,1,0
589.64,1,5,248,2,62.0,2,210.0,1.0,2039.4,329,2,3
225.93,0,29,131,1,25.0,3,199.0,1.0,1864.27,136,1,1
651.55,1,31,35,2,72.0,2,82.0,1.0,2325.78,204,0,3
80.97,1,39,130,2,38.0,0,157.0,1.0,5926.31,163,1,3
191.89,1,35,422,1,25.0,3,14.0,1.0,399.57,212,1,1
304.75,0,2,297,1,78.0,2,125.0,1.0,1916.34,38,2,3
201.53,1,40,159,2,68.0,2,287.0,1.0,2732.86,357,1,3
8.45,1,30,148,0,22.0,3,141.0,1.0,1115.3,84,1,1
743.24,0,16,509,2,19.0,3,109.0,1.0,1024.19,143,0,1
16.27,1,1,156,0,57.0,0,44.0,1.0,10971.32,161,1,2
290.86,1,21,218,2,45.0,0,36.0,1.0,14631.88,261,1,2
555.71,0,4,108,1,22.0,3,73.0,1.0,830.37,121,2,1
73.01,0,25,235,2,25.0,3,62.0,1.0,1997.33,229,1,1
346.12,1,37,563,1,44.0,0,12.0,1.0,13084.27,276,2,2
1.93,1,6,186,1,47.0,0,175.0,5.0,5684.09,130,1,2
238.54,1,16,542,0,19.0,3,12.0,4.0,868.91,55,1,1
7.56,1,25,313,0,40.0,0,145.0,1.0,8528.72,56,1,2
540.4,1,15,197,1,45.0,0,272.0,1.0,425.77,29,2,0
264.14,1,3,281,0,64.0,0,125.0,1.0,8459.26,58,1,2
248.15,1,25,301,0,75.0,2,202.0,1.0,2649.23,150,1,0
24.34,1,33,170,1,54.0,1,110.0,1.0,6659.12,180,1,0
428.61,1,13,408,0,66.0,0,62.0,1.0,11937.04,199,2,2
117.66,0,22,391,1,39.0,0,126.0,1.0,6794.17,92,1,3
165.8,1,26,346,2,60.0,1,287.0,1.0,2064.76,94,1,3
289.18,1,3,262,0,65.0,2,64.0,1.0,3139.75,287,1,0
125.39,1,20,313,0,21.0,3,140.0,1.0,202.69,26,1,1
506.9,0,15,105,1,64.0,0,56.0,1.0,11471.87,226,2,3
504.12,0,3,17,1,25.0,3,101.0,1.0,1107.28,257,2,1
42.09,1,10,419,1,29.0,1,118.0,1.0,5526.28,27,1,0
607.28,1,3,87,0,32.0,0,84.0,1.0,9679.68,233,0,2
91.9,1,6,37,2,77.0,2,125.0,1.0,1033.94,264,1,3
303.43,1,41,298,1,22.0,3,30.0,1.0,1833.24,108,2,1
668.78,1,23,29,0,20.0,3,141.0,1.0,983.68,169,0,1
270.54,0,34,368,0,20.0,3,139.0,1.0,269.78,199,1,1
247.93,1,16,376,1,37.0,1,79.0,1.0,9801.48,181,1,0
34.67,1,6,520,2,19.0,3,71.0,1.0,888.6,314,1,1
326.03,0,27,80,2,18.0,3,137.0,1.0,290.24,322,2,1
373.99,1,34,30,0,60.0,0,140.0,1.0,8590.5,47,2,2
819.48,1,41,151,0,25.0,3,26.0,1.0,1804.5,134,0,1
14.0,1,35,21,0,49.0,1,173.0,1.0,7975.18,183,1,0
57.16,1,8,97,0,40.0,1,74.0,1.0,222.22,143,1,0
282.26,1,22,325,2,37.0,1,278.0,1.0,6857.2,117,1,3
473.2,1,15,69,2,34.0,0,173.0,1.0,248.52,247,2,3
192.97,1,34,9,0,59.0,2,140.0,1.0,3019.04,11,1,0
168.99,1,3,176,0,18.0,3,203.0,1.0,1523.57,218,1,1
1.82,1,37,127,2,80.0,2,60.0,1.0,5571.39,175,1,3
40.9,1,5,447,0,55.0,0,37.0,1.0,1514.34,278,1,0
78.91,1,34,116,2,61.0,0,157.0,1.0,1817.43,259,1,3
169.97,0,36,121,0,22.0,3,12.0,1.0,6269.12,169,1,1
17.79,1,17,309,1,61.0,2,162.0,5.0,2281.9,279,1,0
486.61,0,34,148,0,48.0,1,130.0,1.0,2006.69,11,2,3
148.13,1,31,173,1,58.0,2,56.0,1.0,2189.38,37,1,0
164.52,1,9,285,0,61.0,0,162.0,1.0,11036.74,293,1,2
268.7,1,25,583,0,53.0,2,63.0,1.0,2104.74,17,1,0
637.34,1,16,146,0,51.0,2,278.0,1.0,5183.5,212,0,0
216.76,0,29,314,2,47.0,1,138.0,1.0,643.64,192,1,3
418.02,1,20,464,0,46.0,0,110.0,1.0,11011.86,10,2,2
292.03,0,22,198,0,46.0,1,154.0,1.0,951.33,48,1,3
251.4,1,40,256,0,57.0,2,178.0,1.0,2561.67,279,1,0
184.56,1,41,235,2,21.0,3,93.0,1.0,1549.27,18,1,1
33.76,1,39,73,2,26.0,1,227.0,1.0,3253.51,145,1,3
138.68,0,7,443,1,22.0,3,44.0,1.0,206.2,136,1,1
42.56,1,14,562,2,18.0,3,146.0,1.0,4361.44,49,1,1
53.83,1,3,411,1,70.0,2,131.0,1.0,4580.59,321,1,0
11.09,1,5,419,1,51.0,1,95.0,1.0,2990.05,238,1,0
449.18,1,10,279,2,67.0,2,50.0,1.0,1025.99,180,2,3
297.6,1,25,269,2,39.0,0,162.0,1.0,1461.17,206,1,3
683.75,1,19,264,1,32.0,0,106.0,1.0,6333.72,85,0,0
315.94,1,29,557,0,78.0,2,93.0,1.0,4273.99,5,2,0
331.32,1,34,299,1,61.0,0,137.0,5.0,13054.54,72,2,2
223.76,0,4,3,1,74.0,2,110.0,1.0,4102.23,273,1,3
216.03,1,4,560,0,42.0,0,300.0,1.0,10462.77,201,1,2
17.42,1,9,345,0,74.0,2,150.0,1.0,6851.31,350,1,0
491.91,1,25,273,2,78.0,2,155.0,1.0,2421.94,166,2,3
218.07,1,2,559,1,23.0,3,243.0,1.0,443.62,8,1,1
422.14,0,0,15,1,26.0,3,109.0,1.0,1436.32,61,2,1
613.21,1,40,500,0,61.0,2,157.0,1.0,3279.12,239,0,0
73.83,1,19,426,2,69.0,0,69.0,1.0,6020.29,27,1,2
67.33,1,11,90,2,59.0,1,36.0,1.0,5925.98,48,1,3
26.92,1,16,442,0,62.0,2,43.0,1.0,1674.94,53,1,0
18.3,1,23,205,2,48.0,1,155.0,1.0,3733.52,100,1,3
317.94,1,20,211,0,54.0,1,124.0,1.0,2996.51,317,2,0
179.38,1,23,293,2,40.0,0,173.0,1.0,11666.18,247,1,2
13.92,1,20,564,0,37.0,1,209.0,1.0,2735.84,215,1,0
365.43,1,32,100,0,25.0,3,176.0,1.0,1073.51,181,2,1
263.59,1,9,145,1,71.0,2,16.0,1.0,6996.35,336,1,0
54.8,1,0,553,1,34.0,1,140.0,1.0,4943.49,154,1,0
31.39,1,40,245,0,20.0,3,15.0,1.0,998.49,4,1,1
5.71,1,40,27,1,21.0,3,106.0,1.0,1285.42,247,1,1
178.39,1,40,495,2,34.0,1,98.0,1.0,8469.43,189,1,3
36.09,1,8,576,1,53.0,0,167.0,1.0,12319.26,96,1,2
91.77,1,29,569,1,51.0,0,174.0,1.0,9240.73,49,1,2
137.81,1,11,126,1,58.0,1,44.0,1.0,2631.47,77,1,0
256.34,1,18,555,1,69.0,2,99.0,1.0,7471.63,40,1,0
56.11,1,4,90,1,36.0,0,109.0,1.0,11123.65,35,1,2
118.1,1,13,485,0,50.0,1,50.0,1.0,7976.6,343,1,0
137.86,0,34,35,2,66.0,0,120.0,1.0,8046.94,291,1,3
813.78,0,1,13,0,54.0,0,55.0,1.0,14935.5,128,0,2
237.97,1,8,209,0,69.0,0,69.0,1.0,13486.15,14,1,2
684.96,1,23,191,0,21.0,3,31.0,1.0,526.67,42,0,1
878.63,1,8,482,0,60.0,1,139.0,1.0,4954.37,42,0,0
276.56,1,2,373,1,68.0,0,15.0,1.0,8942.58,154,1,2
8.75,1,21,476,0,79.0,2,199.0,1.0,4044.62,234,1,0
637.48,1,7,509,2,65.0,2,207.0,1.0,4148.85,106,0,3
